exit_time,entry_time,exit_price,entry_price,wind_forecast_provider1,wind_forecast_provider2,solar_forecast_provider1,solar_forecast_provider2,solar_forecast_provider3,load_forecast_provider1,load_forecast_provider2,load_forecast_provider3
2059-01-01 18:00:00+01:00,2058-12-31 11:50:00+01:00,78.77257157501103,156.52892990998595,18267.50268779681,15200.65487282664,0.0,,0.0,55105.5000636433,58824.18862673054,55141.121011951946
2059-01-01 19:00:00+01:00,2058-12-31 11:50:00+01:00,11.465385642663266,124.1740434628684,16367.551686984376,12645.287010624379,0.0,,0.0,44755.94390879733,48382.454319109354,44906.33719354456
2059-01-01 20:00:00+01:00,2058-12-31 11:50:00+01:00,-1.5328256956475101,132.4970182876017,21369.057796396577,16343.73108420896,0.0,,0.0,52680.283961264286,57710.27308024145,53129.91283198755
2059-01-01 21:00:00+01:00,2058-12-31 11:50:00+01:00,93.50139910149402,102.13907392866473,20714.990722078524,15628.676441814107,0.0,,0.0,46684.7536034926,51057.02356207286,47165.437345819395
2059-01-01 22:00:00+01:00,2058-12-31 11:50:00+01:00,53.97845958888473,108.30697764234301,24638.559422413164,18130.64932200471,0.0,,0.0,50930.728353669,55907.10417347527,52753.810611233785
2059-01-01 23:00:00+01:00,2058-12-31 11:50:00+01:00,-15.509895699760976,91.05982197805203,25268.138247573363,18107.75275948976,0.0,,0.0,45713.827022142796,51015.46317972052,46464.14028050352
2059-01-02 00:00:00+01:00,2059-01-01 11:50:00+01:00,-147.35055741839824,64.04058185131284,25916.913818593668,23577.140973842575,0.0,,0.0,45048.30838286463,50675.55711051251,44954.177254320035
2059-01-02 01:00:00+01:00,2059-01-01 11:50:00+01:00,-265.76922646899055,50.326054982461834,22224.23085972036,21007.39833708102,0.0,,0.0,36322.99047289036,40613.73445772691,36582.99406936753
2059-01-02 02:00:00+01:00,2059-01-01 11:50:00+01:00,-3.7720512548320544,50.92139212932473,24260.710634455285,23020.396277963027,0.0,,0.0,38611.66290680183,44157.35428011093,38633.49973005517
2059-01-02 03:00:00+01:00,2059-01-01 11:50:00+01:00,-7.137602424888643,34.589157936977685,23032.874732131982,22278.48750611025,0.0,,0.0,36492.848569857146,42229.930459968105,36182.10052531171
2059-01-02 04:00:00+01:00,2059-01-01 11:50:00+01:00,-40.128278384333534,35.120411814682434,27614.552489944403,27221.749784976502,0.0,,0.0,43971.80112521641,51603.769743522185,43284.00659207974
2059-01-02 05:00:00+01:00,2059-01-01 11:50:00+01:00,-76.49057363238067,27.82741404328751,18956.96503040147,19009.62301064999,0.0,,0.0,30262.005581016405,33758.62494456945,29966.77449413972
2059-01-02 06:00:00+01:00,2059-01-01 11:50:00+01:00,23.795241155698662,35.75241456777879,24290.82430664542,24094.17596675431,0.0,,0.0,38567.45114933218,40981.74701000227,37448.7899971115
2059-01-02 07:00:00+01:00,2059-01-01 11:50:00+01:00,118.59111968025934,44.8911822742571,25946.13679796446,24736.238660541836,0.0,,0.0,42149.383509994455,45242.1495833236,42532.354696573406
2059-01-02 08:00:00+01:00,2059-01-01 11:50:00+01:00,-42.255614520440645,39.919180368147636,20343.287311003613,19607.768937762223,239.75973499970183,287.8747838601862,170.72034845002577,34284.01108635192,36773.20346380599,35136.87071513658
2059-01-02 09:00:00+01:00,2059-01-01 11:50:00+01:00,-15.698794794152471,61.233973064484225,26734.124075924356,25436.621949414548,1579.5732428565502,2145.8931070589956,1292.8743218021382,46407.61698004904,49466.897807652946,48461.9805522991
2059-01-02 10:00:00+01:00,2059-01-01 11:50:00+01:00,-49.301667947696245,77.42236949429295,30605.529912660502,28563.124445166384,3804.289349954985,4039.5720536542917,3371.7720829706755,53254.52783120784,56783.28792174266,55035.60685207527
2059-01-02 11:00:00+01:00,2059-01-01 11:50:00+01:00,-25.9471207351117,65.30267666540695,29209.79068833883,26612.438098238592,4796.681668133649,4574.932464244174,5098.441434218506,50156.71326374721,53368.18314512528,52380.2171699474
2059-01-02 12:00:00+01:00,2059-01-01 11:50:00+01:00,75.75327779099423,67.71395102151267,33752.32000077189,29860.121182221264,5423.201314381762,5244.841046739104,5911.519464962477,53457.719746639494,57105.80397924558,56519.850788650445
2059-01-02 13:00:00+01:00,2059-01-01 11:50:00+01:00,-109.77940245361123,51.53694630832334,38011.79029674376,33176.613801141306,5039.558293181873,5484.031531147609,5081.726731352185,54820.560945344274,58183.99487222389,55899.69806853368
2059-01-02 14:00:00+01:00,2059-01-01 11:50:00+01:00,-47.487875269347825,41.94469649597895,38673.0416199523,34147.799903510364,3240.466305150486,4013.1041786205305,2800.619393949375,51441.747372186735,54391.16458311474,52122.75899037688
2059-01-02 15:00:00+01:00,2059-01-01 11:50:00+01:00,22.77383145892476,28.055278619098594,37293.233252685495,33815.45920608599,1123.7531731318777,1829.2311514616672,832.4076340169489,46934.52468126013,48651.244607774635,48422.8711866354
2059-01-02 16:00:00+01:00,2059-01-01 11:50:00+01:00,-0.11187365936118036,36.649810806723465,44579.97515054091,42044.24032787524,143.1982839823139,83.90524452088705,107.2334196550293,55864.111802006606,57384.730043391755,58392.568377228694
2059-01-02 17:00:00+01:00,2059-01-01 11:50:00+01:00,102.13736927656663,52.88877483582765,49773.85123992887,49052.02554867705,0.0,,0.0,65316.4676335319,67710.9016117748,70587.49807882936
2059-01-02 18:00:00+01:00,2059-01-01 11:50:00+01:00,-21.878255183425868,68.45622666401339,45545.40093568004,46824.85652402858,0.0,,0.0,59877.861908659084,62208.637682463464,63732.45505210111
2059-01-02 19:00:00+01:00,2059-01-01 11:50:00+01:00,21.375506785793775,62.75434823684319,41474.09542564588,44227.043647256076,0.0,,0.0,53795.32576128469,57518.11955128639,56417.127051258474
2059-01-02 20:00:00+01:00,2059-01-01 11:50:00+01:00,78.23707339960285,53.151613524387336,38873.74660979859,42335.18389096657,0.0,,0.0,48989.44541432907,54690.59478985915,50470.06944517471
2059-01-02 21:00:00+01:00,2059-01-01 11:50:00+01:00,37.77016269730009,36.455216102611026,30475.36812763388,33805.17304517128,0.0,,0.0,37842.030649322136,43099.351076744206,39823.45377930136
2059-01-02 22:00:00+01:00,2059-01-01 11:50:00+01:00,153.89952256511194,36.92679132573459,30017.277325565006,33605.54551611727,0.0,,0.0,37549.0185288902,43300.22421063925,40046.22370422136
2059-01-02 23:00:00+01:00,2059-01-01 11:50:00+01:00,16.034405587130045,37.46765839873636,42294.76258205367,46925.51120041208,0.0,,0.0,50354.34831747575,58396.42855644808,50827.55813004892
2059-01-03 00:00:00+01:00,2059-01-02 11:50:00+01:00,-117.9186836925752,0.32698787436275517,38516.00720114841,42571.589636281766,0.0,,0.0,45978.714333782256,51709.34722431607,43252.690261191594
2059-01-03 01:00:00+01:00,2059-01-02 11:50:00+01:00,-28.667543783514496,-0.010987943190308356,40880.093242382725,43572.679913232525,0.0,,0.0,45942.7880673173,51818.039573759655,42322.92006270211
2059-01-03 02:00:00+01:00,2059-01-02 11:50:00+01:00,-70.50253552511343,-0.06467063045710651,35351.04530669054,37739.73865528188,0.0,,0.0,38206.48460790914,42884.0361385024,34735.704257891164
2059-01-03 03:00:00+01:00,2059-01-02 11:50:00+01:00,-154.51174315254275,-1.0554424116720549,39193.100070004846,42426.186521367075,0.0,,0.0,41709.073742781184,46969.28930433729,37851.18043230752
2059-01-03 04:00:00+01:00,2059-01-02 11:50:00+01:00,29.077835112040816,-0.9246469548307756,36625.03471910831,40196.52003727303,0.0,,0.0,39638.69030664052,44672.323965459495,36516.89725774086
2059-01-03 05:00:00+01:00,2059-01-02 11:50:00+01:00,-17.138067742477276,0.2959623139553551,36681.98538863071,41078.82070218453,0.0,,0.0,43201.24901517074,45333.554028967825,40622.49237838849
2059-01-03 06:00:00+01:00,2059-01-02 11:50:00+01:00,-170.9625978789476,31.65271577720821,33728.47643237134,37838.22828537158,0.0,,0.0,45316.910790485046,45091.971104679615,42260.12668335082
2059-01-03 07:00:00+01:00,2059-01-02 11:50:00+01:00,45.86473389122445,80.89326935290774,36749.43131404503,40883.90817172275,0.0,,0.0,54207.42189997296,54212.70378389002,51400.30879796878
2059-01-03 08:00:00+01:00,2059-01-02 11:50:00+01:00,37.11577345226079,133.7233889357098,43426.65152035255,49642.298504752674,240.404042583518,331.7793347872081,139.44603856024028,67475.21428693681,67652.403096624,67078.16688628984
2059-01-03 09:00:00+01:00,2059-01-02 11:50:00+01:00,122.9644630751766,90.50789127953236,32576.515084441646,37835.481263157235,1222.435710483291,1738.3561581872602,956.8056883832737,52043.06439745026,52725.21679091046,52529.8205523302
2059-01-03 10:00:00+01:00,2059-01-02 11:50:00+01:00,164.13428080065896,84.4024898669578,35778.86442641455,41835.39897427035,3518.728775455844,4034.833098801666,2983.496505099853,58272.78779409548,59689.734154709426,59593.689472094746
2059-01-03 11:00:00+01:00,2059-01-02 11:50:00+01:00,53.430470025888155,76.9300411877939,33856.679649824866,39501.69982766903,5106.058724048218,4835.578363209397,4864.798509212962,55887.68659551482,57418.525820823656,57107.98545231491
2059-01-03 12:00:00+01:00,2059-01-02 11:50:00+01:00,180.97211969876403,65.39735675873999,31901.754780406958,37449.768211229515,5328.173621560083,4883.56369337149,5448.3518836360345,52229.75736765461,53949.250315829464,54076.87343538811
2059-01-03 13:00:00+01:00,2059-01-02 11:50:00+01:00,90.7705392691206,80.75146806182111,39819.00805672662,48042.84190721681,6133.717815078996,6014.936298399679,5928.79798874005,64936.55755537496,67578.21566109445,67138.90661757029
2059-01-03 14:00:00+01:00,2059-01-02 11:50:00+01:00,50.208986684677775,73.67714511196363,35559.97979817388,43674.44652196591,3594.2511462818657,4112.783961614861,3133.0005146027024,58227.59633512108,60744.19568414531,60309.64204468708
2059-01-03 15:00:00+01:00,2059-01-02 11:50:00+01:00,108.36955520280463,91.6220214933281,35282.65464094934,44888.07735678104,1273.644215149477,1987.557773751238,1008.2697435641229,59021.21490628853,61165.54882076669,60634.24839432303
2059-01-03 16:00:00+01:00,2059-01-02 11:50:00+01:00,76.27023655998624,116.770112709088,34682.87905598507,45334.770633544584,116.2879431885501,69.9618519996155,122.08461352736958,59950.6891506435,61988.882586971784,61714.10599320678
2059-01-03 17:00:00+01:00,2059-01-02 11:50:00+01:00,93.01313088772146,146.6152151537142,35702.96230285358,46954.18211437174,0.0,,0.0,64705.602361562065,67466.91142157505,66468.95418823737
2059-01-03 18:00:00+01:00,2059-01-02 11:50:00+01:00,79.66572776158576,127.82083979884705,33103.51347246988,43256.23406817701,0.0,,0.0,60210.09921104386,62198.07948403185,61682.63233504536
2059-01-03 19:00:00+01:00,2059-01-02 11:50:00+01:00,334.8421535168226,123.98750689241109,37135.649537577854,47759.464947067696,0.0,,0.0,67187.65376893422,69965.82635429743,67918.99456315936
2059-01-03 20:00:00+01:00,2059-01-02 11:50:00+01:00,277.2685160951042,124.99555558363781,36347.57346081334,47320.53520900865,0.0,,0.0,64137.342296288676,69009.24489526541,66070.52052192808
2059-01-03 21:00:00+01:00,2059-01-02 11:50:00+01:00,3.6623292392219127,76.5995619625815,26099.933602221652,34585.192860071074,0.0,,0.0,45476.74879831637,49656.72160656049,47187.64531985892
2059-01-03 22:00:00+01:00,2059-01-02 11:50:00+01:00,-21.337323306447452,114.31829287834559,33213.747771922055,45159.30272234042,0.0,,0.0,58432.35452696436,64742.92162487654,61091.81254211777
2059-01-03 23:00:00+01:00,2059-01-02 11:50:00+01:00,185.0048728496757,95.2934150949503,28186.88386658004,40112.05853150971,0.0,,0.0,49980.52591212473,56126.09484446883,51450.14123981727
2059-01-04 00:00:00+01:00,2059-01-03 11:50:00+01:00,151.77322969260229,85.5978893735947,21420.10828587061,31846.403436227592,0.0,,0.0,39127.39780219032,44123.492351956156,38614.55335987773
2059-01-04 01:00:00+01:00,2059-01-03 11:50:00+01:00,28.972937061206256,107.12541263952194,23291.63920052338,36950.49281222496,0.0,,0.0,44916.091550602556,50743.48819579073,43736.00030043947
2059-01-04 02:00:00+01:00,2059-01-03 11:50:00+01:00,95.31264648716576,101.2792487552227,20233.618420478462,34479.84179683405,0.0,,0.0,42758.73721521949,48145.389061743794,41084.93316550256
2059-01-04 03:00:00+01:00,2059-01-03 11:50:00+01:00,60.15093757026901,80.74260527848797,14822.721386778992,27247.294436211523,0.0,,0.0,35023.598320973375,39390.6259719759,33522.58696436023
2059-01-04 04:00:00+01:00,2059-01-03 11:50:00+01:00,253.24553204712996,110.05806779102222,18334.08178273187,36147.30763899544,0.0,,0.0,49178.41516180475,55208.500495762404,47825.91498493951
2059-01-04 05:00:00+01:00,2059-01-03 11:50:00+01:00,71.79558806016847,109.40781782434689,14646.453209926574,31077.561940910484,0.0,,0.0,46777.2775516351,49404.089715678485,46054.341187336606
2059-01-04 06:00:00+01:00,2059-01-03 11:50:00+01:00,74.20703450417332,157.1525563862717,13728.939868739506,31002.64246211064,0.0,,0.0,55185.17530357256,56100.995199555044,53458.20982669506
2059-01-04 07:00:00+01:00,2059-01-03 11:50:00+01:00,51.33728340829239,155.184399895573,10552.734617844082,24848.976234430946,0.0,,0.0,51371.27035526908,52375.11778777892,49839.223752927275
2059-01-04 08:00:00+01:00,2059-01-03 11:50:00+01:00,189.359375419871,163.51707824586296,10514.227645969524,27181.15966250844,50.26795206261507,84.0845743592834,50.6662113373657,57436.16202674399,59841.81510766362,57015.64775867109
2059-01-04 09:00:00+01:00,2059-01-03 11:50:00+01:00,292.86574604430626,175.19340637218727,10114.653006314255,27696.47646688889,272.01081515681705,698.9294843690418,386.09514776290564,58934.13983304394,63886.07193771715,59494.94314754691
2059-01-04 10:00:00+01:00,2059-01-03 11:50:00+01:00,63.161359399564176,163.99109729312198,9230.760732404086,26087.869470618214,779.8818246033767,1361.9863094125415,889.2300225263025,56183.44666215223,62823.68051365191,56721.072836920335
2059-01-04 11:00:00+01:00,2059-01-03 11:50:00+01:00,363.2613201106973,192.71112730987934,11617.389908051438,32134.26453282169,1791.678938260911,2145.5777851461735,1991.3816806257112,70137.46938031746,79657.78163090974,72586.97760799763
2059-01-04 12:00:00+01:00,2059-01-03 11:50:00+01:00,347.6780930187557,194.40225806632193,12773.696546953488,32933.2539007644,2233.186084111645,2341.8621244644064,2144.367660142067,70771.5421999198,80431.7014894663,73650.39181789197
2059-01-04 13:00:00+01:00,2059-01-03 11:50:00+01:00,96.98289438161186,173.1715145235632,13060.906310048797,30689.207609039822,1827.2733449643756,2253.4764153993383,1517.3764640014808,63546.68494978485,72488.29419435497,64893.75664525463
2059-01-04 14:00:00+01:00,2059-01-03 11:50:00+01:00,199.23572641081623,160.5745000620723,13632.909614906863,29273.20745663489,1075.5800311420373,1582.4213302206456,847.3989569665404,58496.66242764064,66750.4578844106,59643.46935992752
2059-01-04 15:00:00+01:00,2059-01-03 11:50:00+01:00,164.5681705207338,191.42883194185745,17365.133263990054,35765.42857410954,483.51835625617,886.6266576426051,292.3841848443287,68409.91220746486,77526.73887320727,69462.33170192441
2059-01-04 16:00:00+01:00,2059-01-03 11:50:00+01:00,195.20734215135937,131.68931103326761,13667.43704406701,27731.967506172816,56.88181891172397,36.341162082490314,5.544594799683428,51323.20116362828,57922.181690647485,51637.631218168084
2059-01-04 17:00:00+01:00,2059-01-03 11:50:00+01:00,97.06641167604083,198.88284279637034,19358.554988799326,37927.74528275911,0.0,,0.0,70091.85252312149,79473.97763497046,70416.96962025648
2059-01-04 18:00:00+01:00,2059-01-03 11:50:00+01:00,188.71136600861652,175.74036975494002,18967.35003461145,35018.33150774626,0.0,,0.0,63220.54071480567,70631.08697703017,63348.54021629799
2059-01-04 19:00:00+01:00,2059-01-03 11:50:00+01:00,130.9651073783022,168.14148097150462,19963.923982381228,34670.50720758018,0.0,,0.0,61466.19019457785,68628.03455388776,60821.67446691402
2059-01-04 20:00:00+01:00,2059-01-03 11:50:00+01:00,352.91369936123044,162.90853024925616,23209.665539771202,38624.817111704,0.0,,0.0,64926.54151062623,74005.40687208304,64908.90665179192
2059-01-04 21:00:00+01:00,2059-01-03 11:50:00+01:00,303.24333803001537,126.39455532196001,20662.666545492644,32789.78788803401,0.0,,0.0,52683.53243330462,60587.44165377844,52704.699843931914
2059-01-04 22:00:00+01:00,2059-01-03 11:50:00+01:00,236.7676118362461,126.47535859660935,22026.354958028267,32733.642627668723,0.0,,0.0,51596.114062052104,59050.59572181866,51999.87784098255
2059-01-04 23:00:00+01:00,2059-01-03 11:50:00+01:00,208.01356608397973,83.70390912322488,21598.628621033855,29747.149712586524,0.0,,0.0,44970.68877299951,51804.48031145573,45560.28826407659
2059-01-05 00:00:00+01:00,2059-01-04 11:50:00+01:00,189.08718451459785,112.17514802260261,25340.867642747282,35949.39032502273,0.0,,0.0,52660.85811358302,60935.32695941554,53114.522490592106
2059-01-05 01:00:00+01:00,2059-01-04 11:50:00+01:00,98.39997717261438,79.98440787971973,20948.9432561114,27269.248059734957,0.0,,0.0,39244.07143733602,45349.022087546604,39174.19092885851
2059-01-05 02:00:00+01:00,2059-01-04 11:50:00+01:00,81.8060769473475,83.16676394322332,26595.648464778467,32737.050895664765,0.0,,0.0,46724.95800521401,53551.840149014264,46002.63743648109
2059-01-05 03:00:00+01:00,2059-01-04 11:50:00+01:00,261.11333967579293,80.33846690174907,30417.88292132356,35850.112726062216,0.0,,0.0,51089.211321335155,58230.4705094828,50166.24618022459
2059-01-05 04:00:00+01:00,2059-01-04 11:50:00+01:00,239.94299186156533,85.61391915823664,32878.7318663429,36897.21469104905,0.0,,0.0,53290.362876878884,60471.984886171085,52177.52261559188
2059-01-05 05:00:00+01:00,2059-01-04 11:50:00+01:00,214.8505222498095,104.93852041922192,35782.773410910384,38103.005387515426,0.0,,0.0,57933.724148731955,62970.338598800445,56994.713145254966
2059-01-05 06:00:00+01:00,2059-01-04 11:50:00+01:00,236.32551932897454,88.60587388850028,30414.261088572854,30765.550631182283,0.0,,0.0,52582.70728966002,56390.6374121635,49960.89915557119
2059-01-05 07:00:00+01:00,2059-01-04 11:50:00+01:00,71.43622927671224,96.07465219172242,33865.48380197496,32343.73682792933,0.0,,0.0,60858.044388336435,66692.55448517267,57868.47476131275
2059-01-05 08:00:00+01:00,2059-01-04 11:50:00+01:00,125.85554960488338,132.75402500912818,37965.95022885707,35305.333899152116,322.76565203670407,257.1878687657547,226.98801875340294,68624.07623445772,74396.83777138403,65873.80548324592
2059-01-05 09:00:00+01:00,2059-01-04 11:50:00+01:00,360.63927862862806,120.32807515966734,40440.7727066458,36740.89758431469,2148.2228466363827,2586.5706903423243,1511.5900009611908,72383.64708246443,77686.21890664092,69742.30944603197
2059-01-05 10:00:00+01:00,2059-01-04 11:50:00+01:00,69.08231356673629,95.76398811078845,39227.68998316674,35195.410676101936,4723.802357514059,4627.4603171611525,3406.267403995544,70138.01950365603,75816.91125510466,67672.47457201409
2059-01-05 11:00:00+01:00,2059-01-04 11:50:00+01:00,292.8616974277049,105.44375430847208,42349.21058934988,37538.218634180754,7161.7913859057035,6296.529181845357,5322.953616309718,75201.49670171193,82055.91274961914,73232.89082998954
2059-01-05 12:00:00+01:00,2059-01-04 11:50:00+01:00,152.74308055089367,92.9347743926076,39041.73554254663,34433.89689800551,6871.0346368447545,6166.836147770334,5072.653992408891,68106.19263023473,74711.52092021276,66452.54031623583
2059-01-05 13:00:00+01:00,2059-01-04 11:50:00+01:00,200.82867093306004,98.43894648363275,40722.50405437843,37004.185127225384,6036.503990979793,5476.174863784735,4210.275689519667,70602.48695784267,78336.01249413895,68772.41745276058
2059-01-05 14:00:00+01:00,2059-01-04 11:50:00+01:00,119.80379891329697,106.45919972986424,39190.615293772,35253.133800238626,3716.94578259226,4010.571603688419,2333.4094329870104,68008.10487402193,75781.09510816445,66304.7775179266
2059-01-05 15:00:00+01:00,2059-01-04 11:50:00+01:00,93.6658247853786,127.97979010071514,41563.439866739616,37391.53930781982,1540.2991142017775,2189.409867474571,738.9119054545283,72653.27421284991,80052.94902934284,70761.74833957528
2059-01-05 16:00:00+01:00,2059-01-04 11:50:00+01:00,268.5618872316145,137.18901495555568,37649.28064313333,34336.53493922757,206.86280664189997,95.93637409479419,61.622381457300186,68308.69702995376,74759.32452215803,66437.13826532116
2059-01-05 17:00:00+01:00,2059-01-04 11:50:00+01:00,285.2152895573668,156.74734788904004,38662.370020548085,35678.58549069044,0.0,,0.0,74170.52911051788,81682.81143038311,72870.63433070472
2059-01-05 18:00:00+01:00,2059-01-04 11:50:00+01:00,129.817574130433,146.49871740678864,37283.44181415691,34339.39859554211,0.0,,0.0,72877.56112919208,79023.71669073221,71494.8930800039
2059-01-05 19:00:00+01:00,2059-01-04 11:50:00+01:00,61.74595118393303,126.22087675667521,32202.595140858197,29290.707237114195,0.0,,0.0,63325.22307469703,68601.63403429046,61719.916675283406
2059-01-05 20:00:00+01:00,2059-01-04 11:50:00+01:00,59.85126052539792,116.762288325514,32336.71845612959,30373.977079508237,0.0,,0.0,63036.83717345164,69563.80721297687,61324.58972512277
2059-01-05 21:00:00+01:00,2059-01-04 11:50:00+01:00,54.4728740215853,85.02934775266236,27433.2120331176,26387.352935091345,0.0,,0.0,52993.16052771442,59179.746281306056,51587.47605105302
2059-01-05 22:00:00+01:00,2059-01-04 11:50:00+01:00,43.17696859187623,126.25255105712489,32006.89883688324,31250.90222078613,0.0,,0.0,62392.434569675956,69660.87351749132,61177.76825207556
2059-01-05 23:00:00+01:00,2059-01-04 11:50:00+01:00,96.56532382760071,112.4851030311752,32132.39432445022,31885.163762240536,0.0,,0.0,61748.318145694975,69506.89021104429,60880.64363003817
2059-01-06 00:00:00+01:00,2059-01-05 11:50:00+01:00,229.18757109816835,112.5936553913436,32327.121293669366,30752.599990832183,0.0,,0.0,58172.073052865635,66031.74747024992,57450.27837268538
2059-01-06 01:00:00+01:00,2059-01-05 11:50:00+01:00,263.44625433367844,98.6724377172737,26654.0724041995,25890.99546258403,0.0,,0.0,48186.079212524535,54926.1891424802,47642.660141795765
2059-01-06 02:00:00+01:00,2059-01-05 11:50:00+01:00,73.46034359016791,111.84516501770632,26354.17149620697,27220.954458056785,0.0,,0.0,49396.502023000445,56370.13873665429,48251.41330961582
2059-01-06 03:00:00+01:00,2059-01-05 11:50:00+01:00,308.06405805249483,110.14542232827968,23858.25878087905,26802.457701472627,0.0,,0.0,47967.319330215134,54600.37459202805,46708.17596353632
2059-01-06 04:00:00+01:00,2059-01-05 11:50:00+01:00,212.51514634110129,109.55089305895463,19408.942670931636,24431.502279296677,0.0,,0.0,43911.81983187456,49826.06254700616,42406.06114370022
2059-01-06 05:00:00+01:00,2059-01-05 11:50:00+01:00,69.96639748106455,158.29138647017453,20154.33412766508,29220.54486091445,0.0,,0.0,53987.34969119818,59677.82465057155,52073.58001403976
2059-01-06 06:00:00+01:00,2059-01-05 11:50:00+01:00,190.5168126702507,213.79418334808892,19230.49471103662,31599.42493568728,0.0,,0.0,62699.69797253953,71060.19346408735,59942.29117256974
2059-01-06 07:00:00+01:00,2059-01-05 11:50:00+01:00,354.2868578774867,233.97704182554673,15269.500638654492,27534.50406575331,0.0,,0.0,60255.879498565,69627.98176485661,57602.22618783645
2059-01-06 08:00:00+01:00,2059-01-05 11:50:00+01:00,515.964934234578,238.61313066530556,13736.51556208601,28165.087268328596,536.8065799957731,438.82634986062226,271.2374202716895,63916.46502007923,72510.56021482164,61511.050370261284
2059-01-06 09:00:00+01:00,2059-01-05 11:50:00+01:00,547.3907603367577,238.51595699100136,12714.502564071743,30271.90150205223,3452.8237644258625,3581.6604720536934,2250.3297147390954,70100.61277990106,78687.48046504399,67931.0026234484
2059-01-06 10:00:00+01:00,2059-01-05 11:50:00+01:00,318.1181457851206,245.58287808236966,10875.731772524801,30839.487849389043,7692.271123229676,7293.412620543692,6050.451008219085,72532.98851130702,81256.0749756332,70136.07682930866
